source_path,category,proposed_action,target,owner_role,closure_condition,status
docs/operational-models/VIEW_PALETTE.md,contracts-and-implementation,REWRITE,docs/contracts/ and docs/architecture/modules/,Module owners,Public semantics and guarantees reflect executable contracts,planned; per-file content review pending
docs/developer/quickstart-trial-log.md,assessment-evidence,EVIDENCE_TO_TESTS,docs/quality/acceptance-ledger.md,Quality,Findings mapped to regressions and qualification evidence,planned; per-file content review pending
docs/developer/quickstart.md,developer-and-extension,REWRITE,docs/guides/developer/ and package READMEs,DX,Independent artifact-based tutorial passes,planned; per-file content review pending
docs/ops/OPERATIONAL_MODEL_SIGNING.md,operations,REWRITE,docs/guides/operator/,Operations,Clean install/recovery/upgrade instructions tested,planned; per-file content review pending
docs/ops/DEPLOY.md,operations,REWRITE,docs/guides/operator/,Operations,Clean install/recovery/upgrade instructions tested,planned; per-file content review pending
docs/ops/MONGO_PERFORMANCE.md,operations,REWRITE,docs/guides/operator/,Operations,Clean install/recovery/upgrade instructions tested,planned; per-file content review pending
docs/platform/operational-model.md,contracts-and-implementation,REWRITE,docs/contracts/ and docs/architecture/modules/,Module owners,Public semantics and guarantees reflect executable contracts,planned; per-file content review pending
docs/platform/extension-contract-governance.md,contracts-and-implementation,REWRITE,docs/contracts/ and docs/architecture/modules/,Module owners,Public semantics and guarantees reflect executable contracts,planned; per-file content review pending
docs/platform/extension-contract-v1.md,contracts-and-implementation,REWRITE,docs/contracts/ and docs/architecture/modules/,Module owners,Public semantics and guarantees reflect executable contracts,planned; per-file content review pending
docs/product/ACCEPTANCE_TEST_MAP.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/APP_EXTENSION_SURFACE_CLOSURE_PLAN.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/product/ARCHITECTURE.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/BYOA.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/CAPABILITY_BROKER_PHASE_SPEC.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/CONCEPT.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/CORE_PIN.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/CURACAO_PAYROLL_COMPLIANCE.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/FOUNDATION_EXTENSION_SAAS.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/FOUNDATION_PUBLIC_DEVELOPER_SPRINT.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/product/HARNESS_RUNTIME_SUBSTRATE_GAP_PLAN.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/product/HR_ORGANIZATION_ARCHITECTURE.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/INTEGRAL_CORE_EXTRACT.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/PAYROLL_WORKFLOW_CONTRACT.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/PRD.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/README.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/RELEASE_CANDIDATE.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/RESIDENT_HARNESS.md,product-and-architecture,REWRITE,"docs/product/, docs/architecture/ or external domain package",Product/architecture,Core scope verified; commercial/domain material relocated or retired,planned; per-file content review pending
docs/product/ROADMAP.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/product/SPRINT_STATUS.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/reviews/2026-09-09-deep-review-and-fixes.md,assessment-evidence,EVIDENCE_TO_TESTS,docs/quality/acceptance-ledger.md,Quality,Findings mapped to regressions and qualification evidence,planned; per-file content review pending
docs/reviews/2026-09-harness-full-sweep.md,assessment-evidence,EVIDENCE_TO_TESTS,docs/quality/acceptance-ledger.md,Quality,Findings mapped to regressions and qualification evidence,planned; per-file content review pending
docs/reviews/2026-09-superharness-architecture-review.md,assessment-evidence,EVIDENCE_TO_TESTS,docs/quality/acceptance-ledger.md,Quality,Findings mapped to regressions and qualification evidence,planned; per-file content review pending
docs/superpowers/plans/2026-09-18-durable-work-kernel-recovery.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/superpowers/plans/2026-09-18-queryspec-provenance.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/superpowers/specs/2026-09-08-prompt-sheet-design.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/superpowers/specs/2026-09-11-substrate-scale-remediation.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/superpowers/specs/2026-09-18-durable-work-kernel-recovery-design.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/superpowers/specs/2026-09-18-hybrid-page-context-design.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
docs/superpowers/specs/integral-deployment-playbook.md,planning-history,SUPERSEDE,docs/roadmap/ and docs/history/README.md,Architecture/product,Unique requirements retained; obsolete directives removed,planned; per-file content review pending
examples/asset-register/agents/asset_admin/persona.md,developer-and-extension,REWRITE,docs/guides/developer/ and package READMEs,DX,Independent artifact-based tutorial passes,planned; per-file content review pending
examples/asset-register/skills/find_available_asset/SKILL.md,runtime-or-development-skill,REAUTHOR_RUNTIME,Runtime skill set or contributor guidance,Intelligence/DX,Classify runtime versus development skill; contract and packaging tests pass,planned; per-file content review pending
examples/asset-register/skills/prepare_asset_checkout/SKILL.md,runtime-or-development-skill,REAUTHOR_RUNTIME,Runtime skill set or contributor guidance,Intelligence/DX,Classify runtime versus development skill; contract and packaging tests pass,planned; per-file content review pending
examples/asset-register/skills/register_asset/SKILL.md,runtime-or-development-skill,REAUTHOR_RUNTIME,Runtime skill set or contributor guidance,Intelligence/DX,Classify runtime versus development skill; contract and packaging tests pass,planned; per-file content review pending
examples/asset-register/skills/review_warranties/SKILL.md,runtime-or-development-skill,REAUTHOR_RUNTIME,Runtime skill set or contributor guidance,Intelligence/DX,Classify runtime versus development skill; contract and packaging tests pass,planned; per-file content review pending
examples/reference-hello-app/skills/hello_world/SKILL.md,runtime-or-development-skill,REAUTHOR_RUNTIME,Runtime skill set or contributor guidance,Intelligence/DX,Classify runtime versus development skill; contract and packaging tests pass,planned; per-file content review pending
frontend/README.md,repository-guidance,REWRITE,"docs/guides/, docs/reference/ or role-specific entry point",DX/documentation,Content reviewed; destination and links verified,planned; per-file content review pending
frontend/RELEASE_CHECKLIST.md,repository-guidance,REWRITE,"docs/guides/, docs/reference/ or role-specific entry point",DX/documentation,Content reviewed; destination and links verified,planned; per-file content review pending
frontend/fisheye_graph/README.md,repository-guidance,REWRITE,"docs/guides/, docs/reference/ or role-specific entry point",DX/documentation,Content reviewed; destination and links verified,planned; per-file content review pending
frontend/src/views/README.md,repository-guidance,REWRITE,"docs/guides/, docs/reference/ or role-specific entry point",DX/documentation,Content reviewed; destination and links verified,planned; per-file content review pending
